Audit Rights,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,The Distributor undertakes and agrees with the Supplier that at all times during the Term it will: <omitted> allow the Supplier  on reasonable notice  access to its accounts and records relating to the sale or distribution of the Products for inspection but not more than once in each year. (Page 5),
Audit Rights,ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,"JRVS shall be entitled at any time to audit the Distributor’s books and records upon reasonable notice in order to confirm the accuracy of the Reports set forth in Section 3.4; provided  that no more than one such audit may be conducted in any three-month period. Any JRVS-elected audit shall be performed at JRVS’s own expense during normal business hours; Distributor shall provide reasonable assistance to JRVS for the audit. (Page 2)

Additionally  the Distributor shall provide JRVS with its audited financial statements within three (3) months of the end of its fiscal year. (Page 2)",
Audit Rights,InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,All such information shall be available for inspection by Erchonia  upon reasonable notice. (Page 1),
Audit Rights,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,During the term of this Agreement  Distributor shall afford to Hydraspin and its authorized representatives full access at all reasonable times and upon reasonable prior notice  to all such books and records with respect to the Products. (Page 6),
Audit Rights,SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,"During the Term  Franchisor shall have the right to conduct audits of Franchisee with respect to the Smaaash Centres  and inspect the Smaaash Centres  after providing a written notice of 5 (five) days. (Page 6)

Franchisee shall be under an obligation to provide any information as may be requested by Franchisor with respect to the Smaaash Centres  including the books of accounts and other relevant documents or records maintained in relation to the Smaaash Centres. (Page 6)",
Audit Rights,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,University will provide ArTara and CRO the opportunity to examine the originals of medical records and supporting records for the Program Data at the University during normal business hours and at mutually agreeable times. (Page 4),
Audit Rights,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,"To the extent permitted under Applicable Law and  if applicable  its relevant Third Party agreements  (a) CytoDyn shall provide Vyera with reasonable advance notice of any scheduled regulatory inspection of CytoDyn or Third Party Manufacturing facilities used for supply of the Licensed Product as contemplated by Article 6  and (b) Vyera shall be allowed to participate in any pre-approval readiness activities and audits for CytoDyn or its Third Party Manufacturing facilities. (Page 19)

Upon reasonable prior notice  but not more than once per Calendar Year  such records of Vyera and its Affiliates shall be available during Vyera’s and its Affiliates regular business hours for a period of three (3) years from the end of the Calendar Year to which they pertain for examination at the expense of CytoDyn by an independent certified public accountant selected by CytoDyn and reasonably acceptable to Vyera  for the sole purpose of verifying the accuracy of the financial reports and correctness of the payments furnished by Vyera pursuant to this Agreement. (Page 23)",
Audit Rights,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,"The Company shall make and retain  for a period of three (3) years following the period of each report required by Paragraph 4.4  true and accurate records  files and books of account containing all the data reasonably required for the full computation and verification of sales and other information required in Paragraph 4.4. (Page 4)

The Company shall permit the inspection and copying of such records  files and books of account by JHU or its agents during regular business hours upon ten (10) business days’ written notice to the Company. (Page 4)

JHU shall have the right to audit any and all Company records related to this Agreement. (Page 7)",
Audit Rights,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,"AT&T and its auditors (including internal audit staff and external auditors) and governmental authorities shall have the right to review such records (“AT&T Audits”) held and created by Vendor  to verify the following: 

(i) the accuracy of Vendor’s invoices and AT&T’s payment obligations hereunder; 

(ii) that the Work charged for was actually performed; 

(iii) that the Services have been and are being provided in accordance with this Agreement; 

(iv) the integrity of Vendor’s systems that process  store  support  maintain  and transmit AT&T data; 

(v) Vendor’s records relating to the performance of Vendor’s Subcontractors with respect to any portion of the Services; and 

(vi) that Vendor and its Subcontractors are complying with Section 3.6 hereof. (Page 39)

When the FirstNet Authority or other governmental authority requests to review Vendor’s records  AT&T and its auditors will review these records first if the FirstNet Authority or other governmental authority permits such review  and provide the records to the requesting governmental authority; provided  however  the FirstNet Authority and other governmental authorities retain the right to perform audits independent of AT&T. (Page 39)

Subject to Subsection (g) below  Vendor shall provide and shall require that its Subcontractors provide to AT&T  its auditors (including internal audit staff and external auditors)  and governmental authorities access at all reasonable times to: 

(i) any facility at which the Services or any portion thereof are being performed; 

(ii) systems and assets used to provide the Services or any portion thereof; 

(iii) Vendor employees and Subcontractor employees providing the Services or any portion thereof; and 

(iv) all Vendor and Subcontractor records  including financial records relating to the invoices and payment obligations and supporting documentation  pertaining to the Services. (Page 40)

The scope of AT&T Audits shall also include: 

(i) practices and procedures used in performing the Services; 

(ii) systems  communications and information technology used in performing the Services; 

(iii) general controls and security practices and procedures; 

(iv) supporting information and calculations regarding invoices and compliance with service requirements; 

(v) quality initiatives and quality assurance; and 

(vi) compliance with the terms of this Agreement. (Page 40)

AT&T’s access to the records and other supporting documentation shall include the right to inspect and photocopy Vendor’s documentation and the documentation of its Subcontractors as provided to Vendor  and the right to retain copies thereof outside of their physical location with appropriate safeguards  if such retention is deemed reasonably necessary by AT&T and only to the extent that all such records are maintained by AT&T in accordance with Section 3.16 hereof. (Page 40)

AT&T Audits may be conducted once a year (or more frequently if requested by governmental authorities who regulate AT&T’s business  if required by applicable Law or if auditors require follow-up access to complete audit inquiries or if an audit uncovers any problems or deficiencies)  upon at least ten (10) business days advance notice (unless otherwise mandated by Law) and during business hours. Vendor will cooperate  and will ensure that its Subcontractors cooperate  in the AT&T Audits  and will make the information reasonably required to conduct the AT&T Audits available on a timely basis. (Page 40)

Vendor will provide AT&T  at AT&T’s request and cost  with paper and electronic copies of documents and information reasonably necessary to verify Vendor’s compliance with this Agreement. (Page 41)

With respect to AT&T requests for audits or inspections of Vendor’s Subcontractors  the following applies: 

(i) If Vendor’s agreement with its applicable Subcontractor permits an AT&T Audit  AT&T shall be permitted to conduct such audit directly or through a third party representative. Vendor shall work with AT&T in facilitating the Subcontractor’s cooperation for an expeditious and thorough audit or inspection. 

(ii) If Vendor’s contract with its applicable Subcontractor precludes AT&T from directly conducting an audit or inspection  Vendor shall use reasonable best efforts to enable AT&T to perform an audit of the Subcontractor with Vendor coordinating the audit process. Failing those efforts  Vendor shall  upon AT&T’s request and at AT&T’s expense  conduct the audit or inspection on behalf of AT&T  subject to terms agreed to by Vendor and AT&T for the Subcontractor audit  such as areas to be audited  applicable fees  and the timeframe for reporting audit results to AT&T. If AT&T’s request for a Vendor audit or inspection arises from  in AT&T’s good faith opinion  materially or consistently deficient Service provided by the Subcontractor under AT&T’s account  and the audit in both Parties’ opinions confirms such deficiencies  Vendor shall not charge AT&T a fee for the Vendor’s audit of its Subcontractor. 

(iii) If Vendor’s contract with its applicable Subcontractor does not allow Vendor access to the facilities and systems of Subcontractor required to conduct the audit described in Subsection (b) above  then Vendor shall provide a list of such Subcontractors and the services being provided by such Subcontractor to AT&T for its review. To the extent AT&T deems it reasonably necessary to require such access  then Vendor will renegotiate its contract with the applicable Subcontractor in order to obtain the audit rights described in Subsection (b) above. (Page 41)

Failing those efforts  Vendor shall  upon AT&T’s request and at AT&T’s expense  conduct the audit or inspection on behalf of AT&T  subject to terms agreed to by Vendor and AT&T for the Subcontractor audit  such as areas to be audited  applicable fees  and the timeframe for reporting audit results to AT&T (Page 41)

AT&T may inspect and inventory the material furnished by AT&T under this Agreement during Vendor’s normal business hours. (Page 48)

Prior to Location Acceptance  Vendor shall provide AT&T escorted access to the premises wherein all such material is located and  following Location Acceptance  AT&T shall have access to the premises wherein all such material is located pursuant to the terms of the Master License Agreement and the applicable Site License thereunder or any third party Tower Lease  as applicable. (Page 48)

Vendor shall provide to AT&T (or its third party delegate)  upon request and at no charge  its parent company  ATN International  Inc.’s bona fide and unedited: (a) financial statements for each quarter of each fiscal year during the term of the Build Addendum and (b) audited fiscal year financial statements for each fiscal year during the Term hereof. (Page 57)",
Audit Rights,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement.pdf,All such records required to be created and maintained pursuant to Section 2.12(a) shall be kept available at the Operator’s office and made available for the Owner’s inspection upon request at all reasonable times. (Page 21),
Audit Rights,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement.pdf,Contractor shall permit Customer to audit its quality procedures  upon three (3) business day advance written notice to Contractor and shall provide all assistance which is reasonably necessary for Customer to evaluate the quality of the Products. (Page 6),
Audit Rights,NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement.pdf,Upon [***] days’ notice and at time mutually agreed upon by the Parties during Dong-A’s normal business hours  but no more frequently than [***] every year during the term of this Agreement  NeuroBo may  at its cost and expense  inspect Dong-A’s manufacturing facilities where the Licensed Products are manufactured. (Page 3),
Audit Rights,KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement.pdf,Kitov shall have the right (at reasonable intervals  with reasonable prior written notice and during normal business hours  and not more often than annually) to inspect Dexcel’s manufacturing facilities used in the manufacture  storage  testing  and/or release for shipment of the Product. (Page 9),
Audit Rights,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,"Customer shall be entitled to review  upon reasonable prior written notice  all manufacturing Records relating to such samples  including all analytical procedures and cleaning validation relating to the equipment used in connection with the manufacture of the samples (Page 27)

Manufacturer shall obtain the right for Customer to audit  at Customer’s expense  any such Third-Party warehouse upon reasonable prior advance written notice and during normal business hours (Page 27)

Subject to the remainder of this Section 4.12  no more than once per calendar year  upon thirty (30) days’ advance written notice to Manufacturer  Customer may physically inspect or audit (consistent with Section 15.2) the Facilities under this Section 4.12; provided that Customer will use good faith efforts to choose dates of inspection or audit that do not unreasonably interfere with the operation of Manufacturer’s business; provided  further  that Customer shall consider in good faith any alternative dates of inspection or audit proposed by Manufacturer within five (5) days of Manufacturer’s receipt of such notice (it being understood that nothing in this Section 4.12 shall require Customer to accept any such proposed alternative dates of inspection or audit) (Page 45)

Notwithstanding the limits set forth in the <omitted> foregoing sentence  Customer may more frequently conduct “for cause” physical inspections or audits of a Facility with five (5) days’ advance written notice to Manufacturer if Customer has reasonable cause to believe that an inspection or audit of such Facility is warranted because Manufacturer’s activities with respect to such Facility are in breach of this Agreement  applicable Laws  the Quality Agreement or the applicable Facility Addendum. (Pages 45-46)

Any such inspection or audit shall include access to relevant Records (subject to the terms of Section 15.2) and Personnel and being present during  as applicable  start-up manufacturing operations  validation  cleaning  sampling  laboratory testing  warehouse receiving and storage  pack out and shipping. (Page 46)

Subject to the terms and conditions set forth herein  Customer may conduct  at its own expense  periodic quality audits  to ensure Manufacturer’s compliance with the terms of this Agreement. (Page 46)

Any Records or information accessed or otherwise obtained by Customer or its representatives during any such inspection or audit or any visit at any Facility shall be deemed Manufacturer’s confidential and proprietary Information and each representative of Customer will be subject to non-use and other confidentiality obligations substantially comparable to those set forth herein for Customer. (Page 46)

Manufacturer will provide Customer with periodic access  upon reasonable notice  to any of its Facilities where it is performing under this Agreement  to its employees and Records and to any associated dormitories or lodging that Manufacturer provides to its employees  to permit Customer to determine Manufacturer’s compliance with this Section 5.3. (Page 50)

Customer may exercise its inspection rights under this Section 5.3(d) upon receipt of any information that would suggest to a reasonable Person that Manufacturer is not fulfilling its obligations under this Section 5.3. (Page 50)

Manufacturer shall permit Customer (at Customer’s expense) to conduct reasonable annual reviews of the environmental and health and safety practices and performance of the Facilities with respect to the Products where Manufacturer’s performance under this Agreement is occurring; provided that such review shall not include any invasive sampling at such Facilities and shall not unreasonably interfere with Manufacturer’s operation of such Facilities. (Page 53)

In connection with such reviews  Manufacturer shall reasonably assist in the completion of an environmental health and safety survey of Manufacturer or the scheduling of an environmental health and safety audit of the Facility  as applicable  in each case with respect to the Products. (Page 53)

In addition  Customer may audit Manufacturer’s Records and Facilities for the purpose of verifying that Manufacturer’s procedures are in accordance with the C-TPAT security criteria  and Manufacturer shall provide Customer with access to Manufacturer’s Records and Facilities reasonably necessary for the purpose of conducting such audit. (Page 73)

Customer or its representatives  including its external auditors  may audit such Records of Manufacturer  including all Records related to Manufacturer’s compliance with applicable Laws  at any time during the Term of this Agreement or applicable Facility Addendum or the Record Retention Period  during normal business hours and upon reasonable advance written notice to Manufacturer (but in no event more than one (1) time per year except “for cause”). (Page 74)

Manufacturer shall make such Records readily available for such audit. (Page 74)

Any Records or information accessed or otherwise obtained by Customer or its representatives in connection with any audit (including any audit pursuant to Section 3.4) shall be deemed Manufacturer’s confidential and proprietary Information and each representative of Customer will be subject to non-use and other confidentiality obligations substantially comparable to those set forth herein for Customer. (Page 74)",
Audit Rights,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.pdf,"Todos shall have the right to have an inspection and audit of all the relevant accounting and sales books and records of Reseller conducted by an independent auditor reasonably acceptable to both parties (Page 5)

Todos shall have the right to conduct periodic on-site inspections to ensure the quality control of the cancer screening processes and the Reseller’s compliance with Todos’s protocols. (Page 5)",
Audit Rights,VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.pdf,Vertex has the right  at its sole expense and during normal working hours  to have a third party accountant examine the records of Bunker One. (Page 6),
Audit Rights,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,"XSPA’s representatives may  from time to time during regular business hours on reasonable advance notice  during the Term of this Agreement and for a period of six (6) months thereafter  inspect and audit such books and records and examine and copy all other documents and material in the possession or under the control of Calm with respect to the subject matter and the terms of this Agreement. (Page 5)

After completion of any inspection or audit pursuant to this Section 8.02  XSPA shall notify Calm of the results of such inspection and audit (the “Calm Audit Results”). (Page 6)

Upon receipt of such information  Calm shall have thirty (30) days (the “Calm Review Period”) to review the Calm Audit Results. (Page 6)

Calm’s representatives may  from time to time during regular business hours on reasonable advance notice  during the Term of this Agreement and for a period of six (6) months thereafter  inspect and audit such books and records and examine and copy all other documents and material in the possession or under the control of XSPA with respect to the subject matter and the terms of this Agreement. (Page 8)

Upon termination or expiration of this Agreement  Calm (at its sole expense) may engage a third party to audit XSPA’s inventory of any and all Product Collateral then on hand at each Store and XSPA shall promptly return or dispose of such inventory as instructed by Calm at Calm’s sole expense. (Page 14)",
Audit Rights,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,"Customer shall have the right to have a representative present at each Facility to observe the performance of the Manufacturing Process by Supplier during normal business hours with at least [* * *] advance notice. (Page 16)

Supplier shall have the right to reasonably restrict such observation access to prevent undue interference with Supplier’s business operations or compromise Supplier’s confidentiality obligations to Third Parties; provided  however  Customer’s observation access shall be absolute with regard to the Manufacturing Process for the Product. (Page 16)

As such it is Supplier’s obligation to segregate Third Party documents and materials from Customer’s documents and materials and Customer will not be restricted from observing any part of Customer’s Manufacturing Process and related documentation. (Page 16)

Supplier shall allow monitoring of the Facilities as set forth in Section 3.6 and inspections or audits as provided for in the Quality Agreement. (Page 36)

The frequency of such audits as well as the response time with respect to audit findings shall be governed by the Quality Agreement. (Page 36)",
Audit Rights,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,"Upon thirty (30) days prior written notice from a Party (the “Auditing Party”)  the other Party (the “Audited Party”) shall permit an independent certified public accounting firm of nationally recognized standing selected by the Auditing Party and reasonably acceptable to the Audited Party  to examine  at the Auditing Party’s sole expense  the relevant books and records of the Audited Party and its Affiliates as may be reasonably necessary to verify the accuracy of the reports submitted by the Audited Party in accordance with Sections 3.4(d)  4.1(c) and 4.3(a) and the payment of Promotion Fees hereunder. (Page 39)

Upon thirty (30) days prior written notice from an Auditing Party  the Audited Party shall permit the Auditing Party’s external auditors access to any relevant books documents  papers  and records of the Party involving any report delivered pursuant to Sections 3.2(d)  3.4(d) and 4.3(a) of this Agreement and the activities performed under this Agreement  if the other Party has credible evidence that the other Party violated terms of this Agreement  including with respect to Product Training under Section 3(e). (Page 40)",
Audit Rights,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,"Valeant shall have the right  at its own expense  during normal business hours and upon reasonable prior notice  through certified public accounting firm or other auditor selected by Valeant and reasonably acceptable to Dova and upon execution of a confidentiality agreement reasonably satisfactory to Dova in form and substance  to inspect and audit the applicable records and books maintained by Dova for purposes of verifying Dova’s payment obligations within this Agreement  including the applicable records and books of account maintained by Dova  or any Affiliate  as applicable  with respect to Net Sales in order to confirm the accuracy and completeness of such records and books of account and all payments hereunder; provided  however  that (i) such examination shall not take place more often than once per every twelve (12) months during the Term and once during the one (1) year period following the end of the Term  and (ii) such examination shall not cover a period of time that has previously been audited; provided that Valeant shall have the right to conduct additional “for cause” audits to the extent necessary to address significant problems relating to Dova’s payment obligations hereunder. (Page 27)

Valeant shall bear the out-of-pocket costs and expenses incurred by the Parties in connection with any such inspection or audit  unless the audit shows an undisputed under-reporting or underpayment for that audited period in excess of [***] of the amounts properly determined  in which case  Dova shall reimburse Valeant for its audit fees and reasonable out-of-pocket expenses in connection with said audit  which reimbursement shall be due and payable within [***] of receiving appropriate invoices and other support for such audit-related costs. (Page 27)

Dova shall have the right  at its own expense  during normal business hours and upon reasonable prior notice  through a certified public accounting firm or other auditor selected by Dova and reasonably acceptable to Valeant and upon execution of a confidentiality agreement reasonably satisfactory to Valeant in form and substance  to inspect and audit the applicable records and books maintained by Valeant relating to the Valeant Activities for purposes of verifying Valeant’s compliance with the terms of this Agreement  provided that (i) such examination shall not take place more often than once per every twelve (12) months during the Term and once during the one (1) year period following the end of the Term  and (ii) such examination shall not cover a period of time that has previously been audited; provided that Dova shall have the right to conduct additional “for cause” audits to the extent necessary to address significant compliance problems relating to Valeant’s obligations hereunder or in response to any inquiry  inspection  investigation or other requirements of a Government Authority in the Territory relating to the Valeant Activities. (Page 27)

Where necessary  on reasonable request  Dova’s audit rights shall include interviewing Sales Representatives and other employees of Valeant. (Page 27)

Dova shall bear the out-of-pocket costs and expenses incurred by the Parties in connection with any such inspection or audit  unless the audit shows an undisputed over- payment for that audited period in excess of [***] of the amounts properly determined  in which case  Valeant shall reimburse Dova for its audit fees and reasonable out-of-pocket expenses in connection with said audit  which reimbursement shall be due and payable within [***] of receiving appropriate invoices and other support for such audit-related costs. (Page 27)",
Audit Rights,SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,"MMT will require its sublicensees to provide to it a report detailing the foregoing expenses and calculations incurred or made by such sublicensee  which report will be made available to SIGA in connection with any audit conducted by SIGA pursuant to Section 6.5. (Page 21)

SIGA may have an independent top four certified public accountant  reasonably acceptable to MMT (“SIGA’s Auditor”)  have access during normal business hours  and upon [***] Business Days’ prior written notice  to examine only those records of MMT (and its Affiliates and sublicensees) as may be reasonably necessary to determine  with respect to any Calendar Year ending not more than [***] before SIGA’s request  the correctness or completeness of any report or payment made under this Agreement; provided  however  MMT shall not be required to provide  and neither SIGA nor SIGA’s Auditor shall be entitled to review  the tax returns or tax records of MMT or those of its Affiliates and sublicensees. (Page 22)

The foregoing right of review may be exercised only once per year and only once with respect to each periodic report and payment delivered in accordance with Section 6.2. (Page 22)

Reports of the results of any such examination (each an “Audit Report”) will be (a) limited to details of any discrepancies in MMT’s records relating to the Product together with an explanation of the discrepancy and the circumstances giving rise to the discrepancy (b) made available to both Parties and (c) subject to ARTICLE 10. (Page 22)

. An Audit Report shall become final and binding on the Parties thirty (30) days following MMT’s receipt thereof  unless MMT delivers written notice of its agreement thereto (in which case such Audit Report shall become final and binding on the date of delivery of such notice of agreement) or written notice of its disagreement thereto (“Notice of Disagreement”) to SIGA in either case on or prior to such date. (Page 22)

SIGA  or its authorized representatives  shall have the right  at its cost  with reasonable advance notice  during regular business hours  to audit the facility used by the Promoter in order to review the Promoter activities under this Exhibit including  but not limited to  any documents relevant to these activities  for compliance with the safety reporting requirements set out in this Exhibit. (Page 59)",
